log_id,interaction_id,latency_ms,accuracy_score,sentiment,error_type,severity_level,flagged
L-2038,I-2038,89,0.92,Neutral,None,High,Yes
L-2039,I-2039,436,0.8,Positive,Token Limit Exceeded,High,No
L-2040,I-2040,590,0.9,Positive,None,Medium,No
L-2041,I-2041,631,0.8,Positive,API Error,Medium,No
L-2042,I-2042,300,0.85,Positive,None,Critical,No
L-2043,I-2043,352,0.92,Negative,Rate Limit,Medium,Yes
L-2044,I-2044,139,0.92,Neutral,None,Medium,No
L-2045,I-2045,24,0.92,Negative,API Error,Low,No
L-2046,I-2046,512,0.9,Neutral,None,High,Yes
L-2047,I-2047,523,0.8,Negative,Token Limit Exceeded,High,No
L-2048,I-2048,164,0.98,Neutral,Validation Error,Medium,No
L-2049,I-2049,332,0.98,Neutral,Timeout,Low,No
L-2050,I-2050,91,0.85,Positive,Token Limit Exceeded,Medium,No
L-2051,I-2051,292,0.98,Neutral,None,High,Yes
L-2052,I-2052,228,0.95,Positive,None,High,No
L-2053,I-2053,80,0.95,Positive,Validation Error,Medium,No
L-2054,I-2054,32,0.95,Neutral,None,High,Yes
L-2055,I-2055,85,0.92,Positive,Validation Error,Low,No
L-2056,I-2056,8,0.85,Positive,Validation Error,Low,No
L-2057,I-2057,65,0.95,Positive,Connection Error,Medium,No
L-2058,I-2058,376,0.85,Positive,Validation Error,High,Yes
L-2059,I-2059,93,0.85,Negative,API Error,Medium,No
L-2060,I-2060,176,0.85,Negative,None,Medium,No
L-2061,I-2061,556,0.8,Positive,Server Error,Critical,No
L-2062,I-2062,135,0.85,Negative,Connection Error,Low,No
L-2063,I-2063,845,0.9,Neutral,None,High,No
L-2064,I-2064,384,0.92,Positive,None,Critical,No
L-2065,I-2065,373,0.85,Positive,None,High,No
L-2066,I-2066,612,0.98,Neutral,Server Error,Low,No
L-2067,I-2067,274,0.95,Neutral,Server Error,High,Yes
L-2068,I-2068,465,0.8,Neutral,None,Medium,No
L-2069,I-2069,409,0.98,Positive,Connection Error,Medium,No
L-2070,I-2070,249,0.8,Positive,Validation Error,Medium,No
L-2071,I-2071,34,0.92,Neutral,Server Error,Low,No
L-2072,I-2072,684,0.8,Positive,Validation Error,Low,Yes
L-2073,I-2073,470,0.95,Positive,API Error,High,No
L-2074,I-2074,46,0.85,Positive,Connection Error,Low,No
L-2075,I-2075,494,0.9,Positive,Server Error,Low,No
L-2076,I-2076,311,0.92,Positive,API Error,Low,No
L-2077,I-2077,556,0.85,Neutral,None,Low,No
L-2078,I-2078,99,0.9,Positive,Validation Error,Low,No
L-2079,I-2079,559,0.92,Positive,Server Error,Low,No
L-2080,I-2080,461,0.92,Positive,Timeout,High,No
L-2081,I-2081,422,0.98,Positive,None,Medium,No
L-2082,I-2082,248,0.92,Positive,Rate Limit,Low,No
L-2083,I-2083,244,0.9,Neutral,Rate Limit,Critical,No
L-2084,I-2084,244,0.98,Neutral,Connection Error,Critical,No
L-2085,I-2085,223,0.85,Positive,None,High,Yes
L-2086,I-2086,135,0.9,Positive,None,Medium,Yes
L-2087,I-2087,237,0.9,Positive,Token Limit Exceeded,Medium,No
L-2088,I-2088,798,0.95,Positive,Validation Error,High,Yes
L-2089,I-2089,43,0.8,Positive,Validation Error,Medium,Yes
L-2090,I-2090,579,0.8,Negative,Token Limit Exceeded,Low,No
L-2091,I-2091,617,0.85,Negative,Connection Error,High,No
L-2092,I-2092,725,0.8,Neutral,Connection Error,Low,No
L-2093,I-2093,233,0.9,Negative,None,Low,No
L-2094,I-2094,285,0.8,Neutral,API Error,Low,No
L-2095,I-2095,571,0.95,Negative,None,Critical,No
L-2096,I-2096,259,0.98,Positive,None,Medium,No
L-2097,I-2097,119,0.92,Negative,None,Medium,No
L-2098,I-2098,794,0.98,Neutral,API Error,Low,No
L-2099,I-2099,213,0.9,Neutral,API Error,Medium,No
L-2100,I-2100,153,0.98,Positive,None,Medium,No
L-2101,I-2101,245,0.95,Neutral,Server Error,Low,No
L-2102,I-2102,179,0.85,Positive,Connection Error,Low,Yes
L-2103,I-2103,108,0.85,Positive,None,Low,No
L-2104,I-2104,383,0.9,Negative,Rate Limit,Low,No
L-2105,I-2105,142,0.95,Positive,None,Medium,No
L-2106,I-2106,778,0.9,Neutral,Validation Error,Medium,No
L-2107,I-2107,697,0.9,Positive,None,Medium,No
L-2108,I-2108,547,0.9,Positive,Validation Error,High,No
L-2109,I-2109,342,0.8,Positive,Rate Limit,Critical,No
L-2110,I-2110,446,0.95,Negative,API Error,Low,No
L-2111,I-2111,205,0.9,Positive,Token Limit Exceeded,High,No
L-2112,I-2112,539,0.9,Neutral,API Error,High,No
L-2113,I-2113,74,0.85,Neutral,None,Medium,No
L-2114,I-2114,426,0.85,Neutral,Token Limit Exceeded,Low,No
L-2115,I-2115,193,0.92,Positive,Rate Limit,High,No
L-2116,I-2116,416,0.95,Neutral,Validation Error,High,No
L-2117,I-2117,855,0.9,Positive,Connection Error,Critical,No
L-2118,I-2118,340,0.98,Positive,None,Low,No
L-2119,I-2119,39,0.9,Neutral,None,Medium,No
L-2120,I-2120,151,0.85,Neutral,None,Critical,No
L-2121,I-2121,322,0.85,Positive,API Error,Low,Yes
L-2122,I-2122,371,0.92,Positive,API Error,High,No
L-2123,I-2123,66,0.9,Negative,None,High,No
L-2124,I-2124,675,0.8,Neutral,Timeout,Low,No
L-2125,I-2125,41,0.9,Positive,API Error,Critical,No
L-2126,I-2126,210,0.8,Negative,Rate Limit,Medium,No
L-2127,I-2127,404,0.9,Neutral,None,Medium,Yes
L-2128,I-2128,211,0.98,Neutral,Token Limit Exceeded,Low,No
L-2129,I-2129,676,0.8,Neutral,Rate Limit,Low,No
L-2130,I-2130,313,0.92,Positive,None,Low,Yes
L-2131,I-2131,558,0.92,Positive,None,Critical,No
L-2132,I-2132,540,0.92,Neutral,Rate Limit,High,Yes
L-2133,I-2133,98,0.95,Neutral,None,Low,No
L-2134,I-2134,518,0.98,Positive,Token Limit Exceeded,Low,No
L-2135,I-2135,310,0.92,Positive,Connection Error,High,No
L-2136,I-2136,99,0.95,Neutral,Server Error,High,No
L-2137,I-2137,101,0.98,Positive,None,Low,No
L-2138,I-2138,722,0.9,Neutral,None,High,No
L-2139,I-2139,101,0.85,Neutral,None,Low,No
L-2140,I-2140,369,0.9,Neutral,Connection Error,Critical,No
L-2141,I-2141,389,0.95,Neutral,Connection Error,Low,Yes
L-2142,I-2142,215,0.9,Positive,Server Error,Medium,No
L-2143,I-2143,759,0.9,Positive,Validation Error,Low,No
L-2144,I-2144,919,0.85,Neutral,Token Limit Exceeded,Critical,No
L-2145,I-2145,885,0.85,Neutral,None,Low,No
L-2146,I-2146,435,0.92,Negative,None,High,No
L-2147,I-2147,592,0.85,Neutral,None,Medium,Yes
L-2148,I-2148,286,0.8,Neutral,API Error,Medium,No
L-2149,I-2149,103,0.92,Neutral,Connection Error,Low,No
L-2150,I-2150,157,0.92,Neutral,None,Medium,No
L-2151,I-2151,714,0.98,Positive,Connection Error,High,No
L-2152,I-2152,269,0.95,Positive,Connection Error,Low,No
L-2153,I-2153,50,0.95,Positive,API Error,High,No
L-2154,I-2154,37,0.9,Neutral,Connection Error,Medium,No
L-2155,I-2155,360,0.92,Neutral,None,High,No
L-2156,I-2156,639,0.95,Positive,Connection Error,Low,No
L-2157,I-2157,174,0.8,Positive,API Error,High,No
L-2158,I-2158,409,0.85,Positive,None,Medium,Yes
L-2159,I-2159,511,0.92,Positive,Token Limit Exceeded,Medium,No
L-2160,I-2160,208,0.8,Negative,Rate Limit,Low,No
L-2161,I-2161,872,0.85,Negative,Server Error,Medium,No
L-2162,I-2162,558,0.98,Positive,Timeout,Critical,No
L-2163,I-2163,148,0.95,Neutral,Server Error,High,No
L-2164,I-2164,885,0.92,Positive,API Error,Low,No
L-2165,I-2165,716,0.85,Negative,None,Critical,No
L-2166,I-2166,473,0.8,Positive,Server Error,Low,No
L-2167,I-2167,241,0.8,Positive,API Error,Low,No
L-2168,I-2168,239,0.92,Positive,None,Medium,No
L-2169,I-2169,277,0.98,Negative,Server Error,High,Yes
L-2170,I-2170,350,0.85,Positive,Rate Limit,Critical,No
L-2171,I-2171,57,0.8,Positive,Rate Limit,Medium,No
L-2172,I-2172,96,0.85,Positive,None,Low,No
L-2173,I-2173,278,0.92,Positive,Rate Limit,Low,No
L-2174,I-2174,734,0.92,Neutral,Server Error,Low,No
L-2175,I-2175,95,0.92,Neutral,None,Low,Yes
L-2176,I-2176,469,0.95,Negative,Timeout,High,No
L-2177,I-2177,155,0.85,Neutral,Timeout,Medium,No
L-2178,I-2178,434,0.8,Neutral,API Error,Low,No
L-2179,I-2179,632,0.98,Positive,API Error,Medium,Yes
L-2180,I-2180,468,0.92,Positive,Token Limit Exceeded,Low,No
L-2181,I-2181,496,0.9,Negative,Rate Limit,Medium,No
L-2182,I-2182,337,0.95,Negative,None,Low,No
L-2183,I-2183,368,0.9,Positive,Connection Error,High,No
L-2184,I-2184,836,0.95,Negative,None,High,No
L-2185,I-2185,31,0.92,Positive,Connection Error,Medium,No
L-2186,I-2186,459,0.9,Positive,Timeout,Medium,Yes
L-2187,I-2187,83,0.95,Positive,None,Medium,No
L-2188,I-2188,478,0.9,Positive,API Error,Low,No
L-2189,I-2189,606,0.8,Positive,Connection Error,Low,No
L-2190,I-2190,155,0.8,Neutral,Validation Error,Medium,No
L-2191,I-2191,721,0.85,Neutral,None,Medium,No
L-2192,I-2192,135,0.9,Positive,Validation Error,High,No
L-2193,I-2193,136,0.8,Positive,Rate Limit,Low,No
L-2194,I-2194,763,0.92,Neutral,Timeout,High,No
L-2195,I-2195,445,0.92,Positive,None,Medium,Yes
L-2196,I-2196,423,0.8,Neutral,None,Medium,Yes
L-2197,I-2197,356,0.98,Neutral,Server Error,High,No
L-2198,I-2198,950,0.92,Positive,Timeout,High,Yes
L-2199,I-2199,561,0.98,Positive,None,Low,No
L-2200,I-2200,670,0.85,Neutral,Validation Error,High,Yes
L-2201,I-2201,567,0.85,Positive,Rate Limit,Low,Yes
L-2202,I-2202,186,0.95,Neutral,Timeout,Low,No
L-2203,I-2203,61,0.8,Negative,Timeout,Critical,No
L-2204,I-2204,381,0.8,Positive,None,Low,No
L-2205,I-2205,560,0.8,Neutral,Rate Limit,Low,No
L-2206,I-2206,678,0.95,Neutral,Connection Error,Low,No
L-2207,I-2207,695,0.9,Neutral,None,High,No
L-2208,I-2208,198,0.85,Positive,Server Error,High,No
L-2209,I-2209,392,0.9,Negative,None,Low,No
L-2210,I-2210,735,0.9,Neutral,None,Low,No
L-2211,I-2211,144,0.85,Positive,API Error,Critical,No
L-2212,I-2212,66,0.98,Positive,None,Critical,No
L-2213,I-2213,384,0.8,Neutral,Timeout,Low,No
L-2214,I-2214,784,0.92,Neutral,API Error,Critical,No
L-2215,I-2215,319,0.85,Neutral,None,Critical,Yes
L-2216,I-2216,343,0.9,Negative,API Error,Critical,No
L-2217,I-2217,100,0.9,Neutral,None,High,No
L-2218,I-2218,23,0.92,Negative,None,Critical,No
L-2219,I-2219,716,0.9,Positive,Connection Error,Medium,Yes
L-2220,I-2220,648,0.9,Positive,Token Limit Exceeded,Low,No
L-2221,I-2221,336,0.95,Positive,None,High,No
L-2222,I-2222,110,0.92,Neutral,Validation Error,High,No
L-2223,I-2223,499,0.9,Negative,Server Error,Critical,No
L-2224,I-2224,283,0.98,Neutral,Validation Error,Critical,Yes
L-2225,I-2225,764,0.9,Positive,Server Error,Low,No
L-2226,I-2226,280,0.92,Positive,Rate Limit,Medium,No
L-2227,I-2227,191,0.92,Negative,Token Limit Exceeded,High,No
L-2228,I-2228,171,0.95,Neutral,API Error,Low,No
L-2229,I-2229,408,0.9,Positive,Server Error,Medium,No
L-2230,I-2230,541,0.9,Negative,None,Critical,No
L-2231,I-2231,514,0.95,Positive,Validation Error,Low,No
L-2232,I-2232,426,0.95,Neutral,None,Low,No
L-2233,I-2233,417,0.85,Negative,Server Error,Medium,No
L-2234,I-2234,240,0.8,Positive,Timeout,Low,No
L-2235,I-2235,28,0.98,Positive,None,Medium,No
L-2236,I-2236,225,0.9,Neutral,Rate Limit,High,No
L-2237,I-2237,905,0.85,Neutral,Rate Limit,Low,No
L-2238,I-2238,502,0.98,Neutral,Timeout,High,No
L-2239,I-2239,325,0.98,Positive,Token Limit Exceeded,High,No
L-2240,I-2240,807,0.8,Neutral,None,High,No
L-2241,I-2241,27,0.85,Positive,Connection Error,High,No
L-2242,I-2242,76,0.85,Positive,API Error,Low,No
L-2243,I-2243,87,0.92,Neutral,Token Limit Exceeded,Critical,No
L-2244,I-2244,414,0.8,Neutral,Timeout,Low,No
L-2245,I-2245,498,0.92,Positive,Server Error,High,No
L-2246,I-2246,846,0.9,Negative,None,Medium,No
L-2247,I-2247,543,0.98,Negative,Server Error,Medium,No
L-2248,I-2248,176,0.9,Positive,Connection Error,Low,Yes
L-2249,I-2249,558,0.98,Negative,Server Error,High,No
L-2250,I-2250,309,0.8,Negative,Validation Error,Medium,No
L-2251,I-2251,327,0.85,Neutral,Rate Limit,Low,No
L-2252,I-2252,185,0.92,Positive,Rate Limit,High,No
L-2253,I-2253,71,0.98,Negative,Connection Error,High,No
L-2254,I-2254,538,0.85,Positive,Connection Error,Medium,No
L-2255,I-2255,697,0.85,Positive,None,Medium,No
L-2256,I-2256,35,0.8,Negative,Validation Error,High,Yes
L-2257,I-2257,443,0.9,Positive,Validation Error,Critical,Yes
L-2258,I-2258,150,0.85,Negative,None,Low,No
L-2259,I-2259,208,0.85,Negative,Timeout,Medium,No
L-2260,I-2260,245,0.8,Positive,Validation Error,Low,No
L-2261,I-2261,613,0.8,Positive,Token Limit Exceeded,Low,No
L-2262,I-2262,665,0.98,Negative,None,High,No
L-2263,I-2263,183,0.92,Positive,None,Low,No
L-2264,I-2264,608,0.95,Positive,None,High,No
L-2265,I-2265,846,0.85,Positive,Connection Error,Low,No
L-2266,I-2266,89,0.92,Negative,Rate Limit,Low,Yes
L-2267,I-2267,378,0.9,Positive,Server Error,High,No
L-2268,I-2268,122,0.92,Positive,None,Low,No
L-2269,I-2269,110,0.85,Positive,None,Low,No
L-2270,I-2270,673,0.95,Neutral,None,High,No
L-2271,I-2271,491,0.98,Negative,Server Error,Low,Yes
L-2272,I-2272,262,0.85,Neutral,API Error,Low,Yes
L-2273,I-2273,247,0.92,Neutral,None,Medium,No
L-2274,I-2274,106,0.8,Neutral,Rate Limit,High,No
L-2275,I-2275,588,0.9,Positive,Validation Error,Low,No
L-2276,I-2276,120,0.95,Neutral,Validation Error,Critical,No
L-2277,I-2277,736,0.8,Negative,Connection Error,Low,Yes
L-2278,I-2278,201,0.98,Positive,None,Critical,Yes
L-2279,I-2279,198,0.8,Neutral,API Error,Medium,Yes
L-2280,I-2280,201,0.95,Negative,API Error,Low,No
L-2281,I-2281,54,0.92,Neutral,Server Error,Medium,Yes
L-2282,I-2282,232,0.95,Positive,None,Medium,No
L-2283,I-2283,494,0.95,Positive,API Error,High,No
L-2284,I-2284,696,0.98,Positive,Rate Limit,Medium,No
L-2285,I-2285,115,0.8,Positive,Server Error,Low,No
L-2286,I-2286,349,0.8,Positive,API Error,High,No
L-2287,I-2287,257,0.95,Positive,Timeout,Medium,No
L-2288,I-2288,209,0.95,Neutral,None,High,No
L-2289,I-2289,337,0.98,Positive,Server Error,High,No
L-2290,I-2290,565,0.85,Positive,Token Limit Exceeded,Low,No
L-2291,I-2291,44,0.92,Positive,None,Medium,Yes
L-2292,I-2292,151,0.98,Neutral,None,Low,No
L-2293,I-2293,419,0.8,Negative,None,Low,No
L-2294,I-2294,394,0.92,Neutral,Connection Error,High,No
L-2295,I-2295,284,0.92,Positive,None,Low,No
L-2296,I-2296,469,0.8,Positive,Connection Error,Medium,No
L-2297,I-2297,113,0.92,Neutral,Timeout,Critical,Yes
L-2298,I-2298,244,0.8,Positive,API Error,High,No
L-2299,I-2299,391,0.9,Positive,Timeout,High,Yes
L-2300,I-2300,638,0.98,Neutral,Rate Limit,Medium,No
L-2301,I-2301,200,0.8,Neutral,Token Limit Exceeded,High,No
L-2302,I-2302,664,0.85,Positive,Validation Error,Medium,No
L-2303,I-2303,512,0.98,Positive,Connection Error,Medium,No
L-2304,I-2304,603,0.9,Negative,Connection Error,Low,No
L-2305,I-2305,222,0.8,Neutral,API Error,Critical,No
L-2306,I-2306,516,0.8,Negative,Timeout,Low,No
L-2307,I-2307,251,0.92,Positive,Token Limit Exceeded,Medium,No
L-2308,I-2308,445,0.92,Positive,Validation Error,Low,Yes
L-2309,I-2309,273,0.9,Negative,Server Error,High,No
L-2310,I-2310,232,0.85,Neutral,Connection Error,Low,Yes
L-2311,I-2311,24,0.95,Positive,Connection Error,Critical,Yes
L-2312,I-2312,451,0.92,Positive,Validation Error,Low,No
L-2313,I-2313,311,0.9,Positive,Token Limit Exceeded,Critical,No
L-2314,I-2314,212,0.92,Positive,API Error,Medium,No
L-2315,I-2315,815,0.85,Neutral,None,High,No
L-2316,I-2316,886,0.8,Neutral,None,High,No
L-2317,I-2317,94,0.85,Neutral,Server Error,High,No
L-2318,I-2318,150,0.98,Neutral,None,Critical,No
L-2319,I-2319,317,0.9,Neutral,Server Error,High,No
L-2320,I-2320,264,0.98,Negative,Timeout,Low,No
L-2321,I-2321,273,0.98,Positive,Connection Error,Medium,Yes
L-2322,I-2322,205,0.8,Positive,Server Error,Medium,No
L-2323,I-2323,313,0.85,Neutral,Connection Error,Low,No
L-2324,I-2324,374,0.8,Positive,None,High,No
L-2325,I-2325,63,0.95,Negative,Server Error,High,No
L-2326,I-2326,41,0.9,Positive,Rate Limit,High,No
L-2327,I-2327,83,0.9,Neutral,Server Error,Medium,No
L-2328,I-2328,134,0.85,Neutral,Timeout,Low,No
L-2329,I-2329,393,0.9,Neutral,None,Low,No
L-2330,I-2330,70,0.9,Positive,Server Error,High,No
L-2331,I-2331,181,0.85,Neutral,Timeout,High,No
L-2332,I-2332,644,0.85,Neutral,Rate Limit,Critical,No
L-2333,I-2333,344,0.85,Positive,None,High,No
L-2334,I-2334,325,0.8,Negative,Connection Error,Medium,No
L-2335,I-2335,211,0.9,Neutral,Token Limit Exceeded,High,No
L-2336,I-2336,678,0.85,Positive,Token Limit Exceeded,High,No
L-2337,I-2337,456,0.98,Neutral,None,Low,No
L-2338,I-2338,273,0.8,Positive,Rate Limit,Critical,No
L-2339,I-2339,208,0.8,Positive,Validation Error,Medium,No
L-2340,I-2340,211,0.95,Positive,Connection Error,Low,Yes
L-2341,I-2341,632,0.95,Neutral,Validation Error,Low,No
L-2342,I-2342,58,0.85,Positive,Server Error,High,No
L-2343,I-2343,92,0.8,Negative,Connection Error,High,No
L-2344,I-2344,724,0.8,Negative,Timeout,Low,No
L-2345,I-2345,270,0.8,Positive,Connection Error,Medium,No
L-2346,I-2346,512,0.85,Positive,Connection Error,Critical,No
L-2347,I-2347,87,0.92,Positive,Validation Error,Medium,Yes
L-2348,I-2348,189,0.98,Negative,API Error,Critical,Yes
L-2349,I-2349,248,0.98,Positive,Validation Error,Medium,No
L-2350,I-2350,88,0.85,Positive,Server Error,Medium,No
L-2351,I-2351,34,0.92,Positive,Rate Limit,Low,No
L-2352,I-2352,321,0.9,Neutral,Validation Error,Low,No
L-2353,I-2353,396,0.92,Neutral,None,Medium,No
L-2354,I-2354,305,0.8,Positive,None,Low,No
L-2355,I-2355,355,0.8,Positive,None,High,No
L-2356,I-2356,366,0.9,Neutral,Validation Error,High,No
L-2357,I-2357,176,0.95,Positive,API Error,High,No
L-2358,I-2358,343,0.98,Positive,None,Low,Yes
L-2359,I-2359,551,0.85,Positive,Timeout,Low,Yes
L-2360,I-2360,470,0.85,Positive,Timeout,Low,No
L-2361,I-2361,118,0.92,Neutral,Server Error,Medium,Yes
L-2362,I-2362,334,0.98,Positive,None,Critical,No
L-2363,I-2363,769,0.92,Neutral,Validation Error,High,Yes
L-2364,I-2364,328,0.9,Neutral,Rate Limit,Low,No
L-2365,I-2365,366,0.85,Neutral,Token Limit Exceeded,Medium,Yes
L-2366,I-2366,75,0.85,Neutral,None,Medium,No
L-2367,I-2367,339,0.8,Negative,Timeout,Low,No
L-2368,I-2368,187,0.9,Negative,Connection Error,High,No
L-2369,I-2369,99,0.85,Negative,Validation Error,High,No
L-2370,I-2370,535,0.8,Positive,Token Limit Exceeded,Medium,No
L-2371,I-2371,286,0.85,Negative,None,High,No
L-2372,I-2372,159,0.9,Neutral,None,Critical,No
L-2373,I-2373,540,0.9,Negative,Token Limit Exceeded,Low,Yes
L-2374,I-2374,387,0.98,Positive,Validation Error,High,No
L-2375,I-2375,28,0.92,Positive,Timeout,Low,No
L-2376,I-2376,134,0.8,Positive,Timeout,Low,No
L-2377,I-2377,393,0.8,Positive,None,High,No
L-2378,I-2378,304,0.92,Neutral,Token Limit Exceeded,Low,No
L-2379,I-2379,231,0.85,Negative,None,Medium,No
L-2380,I-2380,652,0.92,Positive,API Error,Low,No
L-2381,I-2381,98,0.92,Negative,Timeout,High,No
L-2382,I-2382,59,0.85,Positive,Validation Error,Critical,Yes
L-2383,I-2383,556,0.85,Positive,Rate Limit,High,No
L-2384,I-2384,81,0.85,Negative,None,High,No
L-2385,I-2385,540,0.85,Positive,None,Medium,No
L-2386,I-2386,187,0.8,Neutral,API Error,Critical,Yes
L-2387,I-2387,45,0.98,Positive,Rate Limit,High,Yes
L-2388,I-2388,143,0.95,Positive,Validation Error,High,No
L-2389,I-2389,401,0.92,Positive,Timeout,Critical,No
L-2390,I-2390,276,0.92,Neutral,Rate Limit,Critical,Yes
L-2391,I-2391,314,0.85,Neutral,Validation Error,Medium,No
L-2392,I-2392,550,0.92,Neutral,None,High,No
L-2393,I-2393,690,0.92,Positive,Token Limit Exceeded,Medium,No
L-2394,I-2394,378,0.98,Positive,API Error,Low,No
L-2395,I-2395,300,0.9,Positive,Rate Limit,Low,No
L-2396,I-2396,194,0.92,Positive,Connection Error,Medium,No
L-2397,I-2397,59,0.98,Positive,Validation Error,Low,Yes
L-2398,I-2398,508,0.92,Positive,None,Low,Yes
L-2399,I-2399,47,0.8,Neutral,None,Medium,No
L-2400,I-2400,336,0.98,Positive,None,Critical,No
L-2401,I-2401,284,0.95,Positive,Validation Error,Low,No
L-2402,I-2402,323,0.95,Negative,Rate Limit,High,No
L-2403,I-2403,696,0.98,Positive,Server Error,High,No
L-2404,I-2404,832,0.8,Positive,None,Medium,No
L-2405,I-2405,608,0.9,Neutral,None,Low,No
L-2406,I-2406,254,0.92,Neutral,Server Error,High,No
L-2407,I-2407,417,0.92,Positive,Timeout,Medium,No
L-2408,I-2408,200,0.85,Neutral,None,High,No
L-2409,I-2409,296,0.8,Positive,Rate Limit,Low,Yes
L-2410,I-2410,156,0.95,Positive,Connection Error,Low,Yes
L-2411,I-2411,410,0.9,Negative,Server Error,Low,No
L-2412,I-2412,217,0.92,Neutral,Connection Error,Medium,No
L-2413,I-2413,115,0.8,Neutral,API Error,Medium,No
L-2414,I-2414,402,0.85,Positive,Token Limit Exceeded,High,No
L-2415,I-2415,672,0.92,Positive,None,High,No
L-2416,I-2416,427,0.95,Neutral,API Error,Low,Yes
L-2417,I-2417,181,0.98,Neutral,None,Medium,No
L-2418,I-2418,84,0.92,Neutral,Rate Limit,High,No
L-2419,I-2419,298,0.98,Neutral,Connection Error,Medium,Yes
L-2420,I-2420,104,0.92,Positive,Connection Error,High,Yes
L-2421,I-2421,166,0.9,Positive,API Error,Medium,No
L-2422,I-2422,596,0.8,Neutral,Timeout,Medium,No
L-2423,I-2423,94,0.95,Neutral,Connection Error,High,No
L-2424,I-2424,71,0.9,Negative,Connection Error,Medium,Yes
L-2425,I-2425,390,0.95,Neutral,API Error,Medium,Yes
L-2426,I-2426,322,0.8,Positive,Token Limit Exceeded,Low,No
L-2427,I-2427,349,0.85,Positive,API Error,Medium,No
L-2428,I-2428,201,0.85,Neutral,Token Limit Exceeded,Critical,No
L-2429,I-2429,343,0.92,Positive,Server Error,Low,No
L-2430,I-2430,109,0.85,Neutral,Server Error,Low,Yes
L-2431,I-2431,932,0.95,Neutral,Connection Error,Low,No
L-2432,I-2432,132,0.98,Positive,None,Medium,No
L-2433,I-2433,353,0.9,Neutral,Connection Error,Critical,No
L-2434,I-2434,426,0.8,Neutral,Timeout,Medium,No
L-2435,I-2435,55,0.8,Positive,Server Error,Low,No
L-2436,I-2436,134,0.8,Negative,Validation Error,High,No
L-2437,I-2437,336,0.95,Neutral,Rate Limit,Medium,Yes
L-2438,I-2438,353,0.92,Positive,Server Error,Critical,Yes
L-2439,I-2439,481,0.95,Positive,Server Error,Low,No
L-2440,I-2440,397,0.9,Neutral,Connection Error,Medium,Yes
L-2441,I-2441,185,0.85,Negative,None,Medium,No
L-2442,I-2442,95,0.8,Positive,Connection Error,Medium,No
L-2443,I-2443,306,0.95,Positive,Validation Error,Critical,Yes
L-2444,I-2444,662,0.98,Neutral,None,Low,No
L-2445,I-2445,875,0.9,Positive,None,Low,No
L-2446,I-2446,446,0.9,Negative,Rate Limit,Low,No
L-2447,I-2447,28,0.85,Positive,None,Medium,No
L-2448,I-2448,792,0.9,Neutral,API Error,Medium,Yes
L-2449,I-2449,305,0.85,Positive,Validation Error,High,No
L-2450,I-2450,301,0.9,Neutral,None,High,No
L-2451,I-2451,279,0.85,Negative,Server Error,Medium,No
L-2452,I-2452,564,0.92,Positive,None,High,Yes
L-2453,I-2453,471,0.8,Positive,Token Limit Exceeded,Critical,No
L-2454,I-2454,406,0.98,Positive,API Error,Low,No
L-2455,I-2455,51,0.9,Positive,Server Error,Low,No
L-2456,I-2456,723,0.92,Positive,None,Low,Yes
L-2457,I-2457,319,0.95,Positive,Token Limit Exceeded,High,No
L-2458,I-2458,619,0.85,Positive,API Error,Medium,No
L-2459,I-2459,367,0.85,Positive,Timeout,Low,No
L-2460,I-2460,735,0.98,Positive,None,Low,No
L-2461,I-2461,150,0.98,Neutral,Server Error,Critical,Yes
