session_id,user_id,agent_id,start_time,end_time,response_time_in_sec,total_queries,,,
S-3024,U-3024,A-3024,9.16.38,9.48.40,1922,7451,,,
S-3025,U-3025,A-3025,18.42.09,19.28.56,2807,5286,,,
S-3026,U-3026,A-3026,9.53.21,10.45.13,3112,1229,,,
S-3027,U-3027,A-3027,9.39.05,10.27.38,2913,105,,,
S-3028,U-3028,A-3028,4.04.37,4.26.15,1298,4710,,,
S-3029,U-3029,A-3029,21.49.32,22.34.53,2721,2968,,,
S-3030,U-3030,A-3030,4.07.27,4.48.05,2438,3167,,,
S-3031,U-3031,A-3031,11.17.00,11.38.13,1273,3505,,,
S-3032,U-3032,A-3032,17.41.27,18.04.48,1401,7820,,,
S-3033,U-3033,A-3033,1.38.31,2.16.17,2266,704,,,
S-3034,U-3034,A-3034,18.08.45,18.34.22,1537,7208,,,
S-3035,U-3035,A-3035,20.48.27,21.28.06,2379,7768,,,
S-3036,U-3036,A-3036,4.43.44,5.23.13,2369,2105,,,
S-3037,U-3037,A-3037,15.21.41,16.18.00,3379,4053,,,
S-3038,U-3038,A-3038,6.04.20,6.10.32,372,1561,,,
S-3039,U-3039,A-3039,3.59.30,4.43.52,2662,704,,,
S-3040,U-3040,A-3040,3.13.41,3.51.45,2284,6313,,,
S-3041,U-3041,A-3041,13.53.11,14.41.17,2886,5248,,,
S-3042,U-3042,A-3042,21.45.33,22.45.00,3567,1618,,,
S-3043,U-3043,A-3043,15.24.36,15.34.57,621,5712,,,
S-3044,U-3044,A-3044,22.56.19,23.02.25,366,6817,,,
S-3045,U-3045,A-3045,1.38.48,2.17.02,2294,1984,,,
S-3046,U-3046,A-3046,4.30.56,5.01.22,1826,283,,,
S-3047,U-3047,A-3047,4.07.37,4.23.09,932,5286,,,
S-3048,U-3048,A-3048,16.52.42,17.28.28,2146,5626,,,
S-3049,U-3049,A-3049,19.38.18,20.01.35,1397,2414,,,
S-3050,U-3050,A-3050,22.03.05,22.37.50,2085,117,,,
S-3051,U-3051,A-3051,21.01.42,21.47.45,2763,4519,,,
S-3052,U-3052,A-3052,22.53.21,23.38.52,2731,3591,,,
S-3053,U-3053,A-3053,1.49.33,2.29.45,2412,1044,,,
S-3054,U-3054,A-3054,3.40.31,4.27.32,2821,3523,,,
S-3055,U-3055,A-3055,21.42.46,22.01.06,1100,1386,,,
S-3056,U-3056,A-3056,2.14.48,2.46.38,1910,1123,,,
S-3057,U-3057,A-3057,16.57.03,17.08.15,672,4187,,,
S-3058,U-3058,A-3058,23.16.11,0.07.35,-83316,1894,,,
S-3059,U-3059,A-3059,6.42.45,7.10.45,1680,1310,,,
S-3060,U-3060,A-3060,13.56.14,14.43.13,2819,622,,,
S-3061,U-3061,A-3061,1.13.24,1.22.01,517,7820,,,
S-3062,U-3062,A-3062,20.22.02,21.18.15,3373,1954,,,
S-3063,U-3063,A-3063,0.08.45,0.26.57,1092,6480,,,
S-3064,U-3064,A-3064,9.28.47,9.37.46,539,5665,,,
S-3065,U-3065,A-3065,10.52.02,11.17.51,1549,6195,,,
S-3066,U-3066,A-3066,9.15.41,9.21.07,326,6977,,,
S-3067,U-3067,A-3067,23.48.35,23.55.21,406,4456,,,
S-3068,U-3068,A-3068,10.41.16,11.27.48,2792,7421,,,
S-3069,U-3069,A-3069,0.45.51,1.36.17,3026,2135,,,
S-3070,U-3070,A-3070,3.39.19,4.04.09,1490,3018,,,
S-3071,U-3071,A-3071,17.03.41,17.14.47,666,5361,,,
S-3072,U-3072,A-3072,15.05.42,15.51.14,2732,3790,,,
S-3073,U-3073,A-3073,21.11.45,22.04.26,3161,5722,,,
S-3074,U-3074,A-3074,18.45.21,19.39.21,3240,7604,,,
S-3075,U-3075,A-3075,1.39.45,2.33.17,3212,2336,,,
S-3076,U-3076,A-3076,22.04.47,22.51.36,2809,2952,,,
S-3077,U-3077,A-3077,6.06.31,6.18.45,734,3010,,,
S-3078,U-3078,A-3078,21.12.45,21.38.18,1533,7553,,,
S-3079,U-3079,A-3079,9.01.05,9.37.21,2176,6927,,,
S-3080,U-3080,A-3080,22.54.45,23.10.54,969,1476,,,
S-3081,U-3081,A-3081,8.43.19,9.30.26,2827,1090,,,
S-3082,U-3082,A-3082,17.06.20,17.23.44,1044,4330,,,
S-3083,U-3083,A-3083,3.42.38,4.02.19,1181,4756,,,
S-3084,U-3084,A-3084,18.40.44,19.03.35,1371,2052,,,
S-3085,U-3085,A-3085,2.46.44,3.13.24,1600,3285,,,
S-3086,U-3086,A-3086,7.55.10,8.17.58,1368,4637,,,
S-3087,U-3087,A-3087,1.19.21,2.03.56,2675,2821,,,
S-3088,U-3088,A-3088,12.43.00,13.38.10,3310,137,,,
S-3089,U-3089,A-3089,22.43.22,23.32.06,2924,117,,,
S-3090,U-3090,A-3090,15.40.16,16.33.20,3184,5248,,,
S-3091,U-3091,A-3091,4.31.21,5.07.11,2150,739,,,
S-3092,U-3092,A-3092,18.44.41,19.09.56,1515,2604,,,
S-3093,U-3093,A-3093,9.57.44,10.08.03,619,5399,,,
S-3094,U-3094,A-3094,3.44.39,4.33.01,2902,5607,,,
S-3095,U-3095,A-3095,3.06.25,3.53.05,2800,751,,,
S-3096,U-3096,A-3096,19.37.16,20.05.05,1669,322,,,
S-3097,U-3097,A-3097,20.28.53,20.44.50,957,7248,,,
S-3098,U-3098,A-3098,16.08.57,16.45.17,2180,6030,,,
S-3099,U-3099,A-3099,13.49.06,14.44.34,3328,5211,,,
S-3100,U-3100,A-3100,20.59.35,21.58.22,3527,2862,,,
S-3101,U-3101,A-3101,16.58.13,17.34.33,2180,7097,,,
S-3102,U-3102,A-3102,14.58.43,15.12.51,848,5342,,,
S-3103,U-3103,A-3103,3.52.58,4.35.16,2538,1932,,,
S-3104,U-3104,A-3104,11.02.41,11.47.44,2703,1850,,,
S-3105,U-3105,A-3105,10.16.24,11.08.36,3132,1939,,,
S-3106,U-3106,A-3106,14.06.52,14.46.46,2394,87,,,
S-3107,U-3107,A-3107,21.24.19,22.16.57,3158,3260,,,
S-3108,U-3108,A-3108,5.58.35,6.15.47,1032,3712,,,
S-3109,U-3109,A-3109,20.14.14,20.22.16,482,5885,,,
S-3110,U-3110,A-3110,14.23.39,15.12.58,2959,4483,,,
S-3111,U-3111,A-3111,2.13.02,2.49.17,2175,2304,,,
S-3112,U-3112,A-3112,17.15.59,17.26.28,629,7329,,,
S-3113,U-3113,A-3113,15.10.39,15.40.10,1771,3260,,,
S-3114,U-3114,A-3114,2.38.54,2.50.06,672,7037,,,
S-3115,U-3115,A-3115,14.36.24,15.07.25,1861,4756,,,
S-3116,U-3116,A-3116,11.22.30,11.38.38,968,2328,,,
S-3117,U-3117,A-3117,22.37.41,22.47.47,606,3446,,,
S-3118,U-3118,A-3118,22.03.11,22.50.05,2814,2756,,,
S-3119,U-3119,A-3119,6.53.04,7.29.24,2180,7289,,,
S-3120,U-3120,A-3120,23.30.53,23.48.21,1048,566,,,
S-3121,U-3121,A-3121,7.14.02,7.41.23,1641,4240,,,
S-3122,U-3122,A-3122,17.38.34,18.09.36,1862,628,,,
S-3123,U-3123,A-3123,21.15.42,22.08.00,3138,1469,,,
S-3124,U-3124,A-3124,12.34.58,13.17.45,2567,3974,,,
S-3125,U-3125,A-3125,3.11.44,4.04.10,3146,1019,,,
S-3126,U-3126,A-3126,23.35.00,23.48.57,837,1441,,,
S-3127,U-3127,A-3127,8.07.29,8.44.16,2207,3276,,,
S-3128,U-3128,A-3128,1.37.26,2.13.59,2193,3557,,,
S-3129,U-3129,A-3129,9.47.10,10.34.16,2826,999,,,
S-3130,U-3130,A-3130,7.56.17,8.34.41,2304,3869,,,
S-3131,U-3131,A-3131,15.39.04,16.06.10,1626,6293,,,
S-3132,U-3132,A-3132,9.36.42,10.05.44,1742,6098,,,
S-3133,U-3133,A-3133,13.46.10,14.43.26,3436,6559,,,
S-3134,U-3134,A-3134,3.43.19,4.35.29,3130,3059,,,
S-3135,U-3135,A-3135,19.53.06,19.58.25,319,5885,,,
S-3136,U-3136,A-3136,23.10.49,23.16.55,366,15,,,
S-3137,U-3137,A-3137,5.10.38,5.54.49,2651,317,,,
S-3138,U-3138,A-3138,1.30.59,2.20.55,2996,1448,,,
S-3139,U-3139,A-3139,0.24.59,1.13.12,2893,6244,,,
S-3140,U-3140,A-3140,23.39.20,0.22.11,-83829,388,,,
S-3141,U-3141,A-3141,19.48.13,20.37.36,2963,1939,,,
S-3142,U-3142,A-3142,18.56.37,19.02.04,327,5770,,,
S-3143,U-3143,A-3143,14.30.41,15.17.01,2780,4456,,,
S-3144,U-3144,A-3144,0.02.37,0.55.13,3156,3738,,,
S-3145,U-3145,A-3145,14.32.43,14.59.41,1618,7482,,,
S-3146,U-3146,A-3146,0.01.11,0.13.25,734,904,,,
S-3147,U-3147,A-3147,1.14.31,1.32.41,1090,5933,,,
S-3148,U-3148,A-3148,12.06.07,12.53.48,2861,1821,,,
S-3149,U-3149,A-3149,13.31.58,13.40.45,527,4775,,,
S-3150,U-3150,A-3150,12.40.44,12.50.49,605,6677,,,
S-3151,U-3151,A-3151,9.36.36,10.15.32,2336,898,,,
S-3152,U-3152,A-3152,13.48.10,14.17.55,1785,4683,,,
S-3153,U-3153,A-3153,4.20.40,4.42.54,1334,6648,,,
S-3154,U-3154,A-3154,2.58.45,3.42.23,2618,1142,,,
S-3155,U-3155,A-3155,23.34.10,23.42.23,493,4071,,,
S-3156,U-3156,A-3156,3.36.52,3.44.03,431,3514,,,
S-3157,U-3157,A-3157,7.56.42,8.10.07,805,5117,,,
S-3158,U-3158,A-3158,22.02.49,22.34.23,1894,7451,,,
S-3159,U-3159,A-3159,14.25.01,14.37.06,725,1539,,,
S-3160,U-3160,A-3160,22.43.46,23.32.48,2942,322,,,
S-3161,U-3161,A-3161,23.49.28,0.33.31,-83757,1704,,,
S-3162,U-3162,A-3162,21.11.03,21.19.14,491,4619,,,
S-3163,U-3163,A-3163,10.51.03,11.02.00,657,5856,,,
S-3164,U-3164,A-3164,9.30.16,9.36.14,358,6040,,,
S-3165,U-3165,A-3165,9.55.41,10.40.15,2674,1603,,,
S-3166,U-3166,A-3166,3.00.29,3.54.46,3257,4045,,,
S-3167,U-3167,A-3167,23.37.14,0.22.56,-83658,6578,,,
S-3168,U-3168,A-3168,1.45.17,2.25.43,2426,8,,,
S-3169,U-3169,A-3169,6.40.44,6.51.38,654,824,,,
S-3170,U-3170,A-3170,13.14.37,13.39.07,1470,214,,,
S-3171,U-3171,A-3171,10.30.53,11.20.51,2998,7350,,,
S-3172,U-3172,A-3172,10.37.31,11.16.46,2355,2612,,,
S-3173,U-3173,A-3173,11.38.11,12.21.44,2613,3369,,,
S-3174,U-3174,A-3174,6.18.25,6.45.35,1630,1025,,,
S-3175,U-3175,A-3175,23.34.51,0.29.35,-83116,166,,,
S-3176,U-3176,A-3176,18.47.31,19.38.25,3054,588,,,
S-3177,U-3177,A-3177,21.11.44,22.04.46,3182,3369,,,
S-3178,U-3178,A-3178,11.33.26,11.50.20,1014,6677,,,
S-3179,U-3179,A-3179,13.03.38,13.30.37,1619,2250,,,
S-3180,U-3180,A-3180,22.25.27,23.11.11,2744,2143,,,
S-3181,U-3181,A-3181,3.57.50,4.31.39,2029,2604,,,
S-3182,U-3182,A-3182,6.56.04,7.22.40,1596,794,,,
S-3183,U-3183,A-3183,14.33.51,15.21.05,2834,543,,,
S-3184,U-3184,A-3184,9.17.28,9.34.41,1033,2620,,,
S-3185,U-3185,A-3185,20.19.46,20.34.33,887,6737,,,
S-3186,U-3186,A-3186,7.58.39,8.52.43,3244,1222,,,
S-3187,U-3187,A-3187,10.26.06,10.58.47,1961,5885,,,
S-3188,U-3188,A-3188,5.33.07,5.45.18,731,3677,,,
S-3189,U-3189,A-3189,9.25.05,10.17.44,3159,2492,,,
S-3190,U-3190,A-3190,20.57.37,21.20.46,1389,352,,,
S-3191,U-3191,A-3191,19.38.13,20.14.45,2192,7799,,,
S-3192,U-3192,A-3192,14.16.39,14.40.28,1429,260,,,
S-3193,U-3193,A-3193,12.50.13,13.44.00,3227,4456,,,
S-3194,U-3194,A-3194,4.40.53,5.35.16,3263,855,,,
S-3195,U-3195,A-3195,7.21.59,7.52.54,1855,1646,,,
S-3196,U-3196,A-3196,20.31.09,20.53.31,1342,303,,,
S-3197,U-3197,A-3197,18.48.07,19.27.50,2383,4519,,,
S-3198,U-3198,A-3198,0.27.15,0.39.21,726,3877,,,
S-3199,U-3199,A-3199,4.24.46,5.15.39,3053,3285,,,
S-3200,U-3200,A-3200,17.19.16,18.07.05,2869,3974,,,
S-3201,U-3201,A-3201,20.00.07,20.12.03,716,7127,,,
S-3202,U-3202,A-3202,4.10.58,4.30.30,1172,775,,,
S-3203,U-3203,A-3203,15.58.01,16.40.32,2551,7717,,,
S-3204,U-3204,A-3204,15.56.05,16.51.51,3346,1932,,,
S-3205,U-3205,A-3205,15.10.37,15.47.59,2242,3176,,,
S-3206,U-3206,A-3206,3.25.52,4.09.52,2640,227,,,
S-3207,U-3207,A-3207,3.25.23,3.56.36,1873,2052,,,
S-3208,U-3208,A-3208,14.24.42,15.01.34,2212,6519,,,
S-3209,U-3209,A-3209,7.50.21,8.16.28,1567,332,,,
S-3210,U-3210,A-3210,0.06.04,0.33.53,1669,3109,,,
S-3211,U-3211,A-3211,16.23.15,17.18.33,3318,7147,,,
S-3212,U-3212,A-3212,4.15.02,4.44.29,1767,69,,,
S-3213,U-3213,A-3213,17.58.53,18.23.01,1448,1413,,,
S-3214,U-3214,A-3214,8.24.41,9.14.55,3014,1828,,,
S-3215,U-3215,A-3215,7.24.56,7.37.34,758,1149,,,
S-3216,U-3216,A-3216,16.00.45,16.51.34,3049,4574,,,
S-3217,U-3217,A-3217,1.48.06,2.01.16,790,2604,,,
S-3218,U-3218,A-3218,5.00.25,5.55.20,3295,4738,,,
S-3219,U-3219,A-3219,21.14.38,21.58.25,2627,1427,,,
S-3220,U-3220,A-3220,4.56.49,5.43.01,2772,2846,,,
S-3221,U-3221,A-3221,17.58.54,18.46.05,2831,3540,,,
S-3222,U-3222,A-3222,10.59.41,11.56.34,3413,3001,,,
S-3223,U-3223,A-3223,16.09.51,16.59.27,2976,1331,,,
S-3224,U-3224,A-3224,5.59.12,6.04.32,320,4683,,,
S-3225,U-3225,A-3225,4.00.42,4.25.37,1495,3574,,,
S-3226,U-3226,A-3226,20.34.38,21.14.48,2410,429,,,
S-3227,U-3227,A-3227,5.38.11,5.45.52,461,6937,,,
S-3228,U-3228,A-3228,8.13.50,8.58.59,2709,634,,,
S-3229,U-3229,A-3229,8.04.27,8.57.27,3180,6332,,,
S-3230,U-3230,A-3230,14.07.04,15.05.41,3517,1006,,,
S-3231,U-3231,A-3231,6.37.33,7.17.40,2407,6717,,,
S-3232,U-3232,A-3232,23.49.00,23.56.54,474,5333,,,
S-3233,U-3233,A-3233,8.33.03,9.26.27,3204,1202,,,
S-3234,U-3234,A-3234,0.05.18,0.34.36,1758,91,,,
S-3235,U-3235,A-3235,18.34.31,19.09.44,2113,830,,,
S-3236,U-3236,A-3236,1.21.47,2.05.15,2608,1263,,,
S-3237,U-3237,A-3237,3.15.24,3.27.55,751,7158,,,
S-3238,U-3238,A-3238,18.26.02,18.33.21,439,6234,,,
S-3239,U-3239,A-3239,11.49.13,12.11.36,1343,170,,,
S-3240,U-3240,A-3240,15.55.06,16.13.59,1133,20,,,
S-3241,U-3241,A-3241,6.25.40,7.00.37,2097,5465,,,
S-3242,U-3242,A-3242,23.26.31,23.57.28,1857,137,,,
S-3243,U-3243,A-3243,23.02.38,23.35.16,1958,6987,,,
S-3244,U-3244,A-3244,14.37.29,15.07.41,1812,3420,,,
S-3245,U-3245,A-3245,22.49.16,23.32.31,2595,7027,,,
S-3246,U-3246,A-3246,0.41.33,1.01.02,1169,5342,,,
S-3247,U-3247,A-3247,6.29.02,7.03.28,2066,264,,,
S-3248,U-3248,A-3248,0.22.05,0.32.02,597,1379,,,
S-3249,U-3249,A-3249,8.24.45,9.01.27,2202,2097,,,
S-3250,U-3250,A-3250,10.06.28,10.20.43,855,2343,,,
S-3251,U-3251,A-3251,18.40.54,18.59.08,1094,166,,,
S-3252,U-3252,A-3252,6.38.22,7.25.04,2802,5304,,,
S-3253,U-3253,A-3253,13.39.45,14.19.09,2364,3192,,,
S-3254,U-3254,A-3254,7.36.11,8.02.23,1572,4115,,,
S-3255,U-3255,A-3255,23.19.37,23.54.57,2120,246,,,
S-3256,U-3256,A-3256,23.02.17,23.47.00,2683,4811,,,
S-3257,U-3257,A-3257,12.09.39,12.59.55,3016,2732,,,
S-3258,U-3258,A-3258,5.50.07,6.15.45,1538,3608,,,
S-3259,U-3259,A-3259,12.13.12,12.44.37,1885,2343,,,
S-3260,U-3260,A-3260,10.06.22,10.12.31,369,5512,,,
S-3261,U-3261,A-3261,2.56.24,3.13.27,1023,1646,,,
S-3262,U-3262,A-3262,3.07.05,3.56.54,2989,260,,,
S-3263,U-3263,A-3263,16.37.02,17.26.44,2982,3420,,,
S-3264,U-3264,A-3264,10.03.35,10.31.11,1656,4483,,,
S-3265,U-3265,A-3265,11.01.15,11.49.15,2880,1711,,,
S-3266,U-3266,A-3266,17.45.03,18.14.41,1778,2952,,,
S-3267,U-3267,A-3267,2.25.15,3.15.04,2989,1331,,,
S-3268,U-3268,A-3268,8.52.08,9.50.36,3508,6050,,,
S-3269,U-3269,A-3269,6.07.32,7.07.30,3598,5905,,,
S-3270,U-3270,A-3270,17.25.26,17.49.33,1447,1675,,,
S-3271,U-3271,A-3271,4.18.30,5.07.29,2939,145,,,
S-3272,U-3272,A-3272,14.50.49,15.03.31,762,722,,,
S-3273,U-3273,A-3273,8.24.39,8.51.30,1611,5333,,,
S-3274,U-3274,A-3274,5.09.52,5.53.24,2612,7057,,,
S-3275,U-3275,A-3275,9.33.23,9.55.24,1321,4045,,,
S-3276,U-3276,A-3276,17.16.05,17.44.00,1675,7850,,,
S-3277,U-3277,A-3277,21.12.45,21.35.08,1343,3043,,,
S-3278,U-3278,A-3278,0.20.54,0.33.07,733,6549,,,
S-3279,U-3279,A-3279,23.04.55,23.59.48,3293,4018,,,
S-3280,U-3280,A-3280,20.16.41,20.58.19,2498,904,,,
S-3281,U-3281,A-3281,7.47.51,8.34.33,2802,3764,,,
S-3282,U-3282,A-3282,9.23.24,9.35.24,720,7482,,,
S-3283,U-3283,A-3283,20.10.30,20.38.02,1652,2445,,,
S-3284,U-3284,A-3284,23.03.24,0.00.40,-82964,936,,,
S-3285,U-3285,A-3285,12.46.41,13.33.31,2810,6440,,,
S-3286,U-3286,A-3286,20.31.52,20.44.48,776,2437,,,
S-3287,U-3287,A-3287,21.05.02,21.27.42,1360,6215,,,
S-3288,U-3288,A-3288,21.14.26,21.46.16,1910,3234,,,
S-3289,U-3289,A-3289,15.35.02,16.24.55,2993,6499,,,
S-3290,U-3290,A-3290,2.14.14,3.12.30,3496,1242,,,
S-3291,U-3291,A-3291,20.01.11,20.41.59,2448,1051,,,
S-3292,U-3292,A-3292,11.48.23,12.20.19,1916,2059,,,
S-3293,U-3293,A-3293,11.26.33,11.50.03,1410,2090,,,
S-3294,U-3294,A-3294,13.28.52,14.19.50,3058,1469,,,
S-3295,U-3295,A-3295,0.27.17,0.35.05,468,1747,,,
S-3296,U-3296,A-3296,23.03.02,23.51.50,2928,2846,,,
S-3297,U-3297,A-3297,13.51.35,14.51.34,3599,1835,,,
S-3298,U-3298,A-3298,1.04.02,2.02.16,3494,6391,,,
S-3299,U-3299,A-3299,11.59.39,12.28.52,1753,4267,,,
S-3300,U-3300,A-3300,15.43.32,16.29.47,2775,162,,,
S-3301,U-3301,A-3301,6.55.58,7.05.35,577,37,,,
S-3302,U-3302,A-3302,18.32.51,19.32.14,3563,5248,,,
S-3303,U-3303,A-3303,17.43.13,18.29.25,2772,2243,,,
S-3304,U-3304,A-3304,23.36.06,0.28.40,-83246,5314,,,
S-3305,U-3305,A-3305,12.15.52,12.21.44,352,794,,,
S-3306,U-3306,A-3306,11.38.34,11.47.48,554,1096,,,
S-3307,U-3307,A-3307,1.23.41,2.15.59,3138,3234,,,
S-3308,U-3308,A-3308,13.03.23,13.46.27,2584,4267,,,
S-3309,U-3309,A-3309,16.43.58,17.06.48,1370,6677,,,
S-3310,U-3310,A-3310,4.00.28,4.40.26,2398,617,,,
S-3311,U-3311,A-3311,19.51.30,20.37.00,2730,532,,,
S-3312,U-3312,A-3312,15.01.47,15.29.15,1648,6205,,,
S-3313,U-3313,A-3313,16.04.14,16.38.50,2076,6937,,,
S-3314,U-3314,A-3314,7.54.16,8.12.59,1123,2281,,,
S-3315,U-3315,A-3315,23.46.09,0.19.44,-84385,949,,,
S-3316,U-3316,A-3316,8.21.53,8.32.16,623,2173,,,
S-3317,U-3317,A-3317,0.30.18,0.55.06,1488,2243,,,
S-3318,U-3318,A-3318,18.27.13,19.20.01,3168,2604,,,
S-3319,U-3319,A-3319,18.08.18,18.45.58,2260,4204,,,
S-3320,U-3320,A-3320,20.23.44,20.29.59,375,5380,,,
S-3321,U-3321,A-3321,7.42.58,8.08.04,1506,1813,,,
S-3322,U-3322,A-3322,0.28.47,1.00.56,1929,4258,,,
S-3323,U-3323,A-3323,19.42.48,20.01.43,1135,6677,,,
S-3324,U-3324,A-3324,0.51.13,1.04.22,789,2029,,,
S-3325,U-3325,A-3325,19.02.36,19.35.08,1952,3755,,,
S-3326,U-3326,A-3326,7.26.21,8.01.17,2096,6098,,,
S-3327,U-3327,A-3327,22.16.28,23.15.46,3558,5436,,,
S-3328,U-3328,A-3328,11.24.50,12.02.17,2247,5550,,,
S-3329,U-3329,A-3329,0.17.27,0.25.39,492,2919,,,
S-3330,U-3330,A-3330,22.14.22,23.06.13,3111,974,,,
S-3331,U-3331,A-3331,14.37.29,15.07.36,1807,342,,,
S-3332,U-3332,A-3332,21.44.05,22.17.35,2010,499,,,
S-3333,U-3333,A-3333,5.50.22,6.20.02,1780,4793,,,
S-3334,U-3334,A-3334,22.42.48,22.55.31,763,2628,,,
S-3335,U-3335,A-3335,19.46.48,20.03.45,1017,6205,,,
S-3336,U-3336,A-3336,14.11.20,14.23.46,746,6947,,,
S-3337,U-3337,A-3337,2.10.07,3.07.54,3467,4931,,,
S-3338,U-3338,A-3338,5.32.38,5.45.47,789,716,,,
S-3339,U-3339,A-3339,13.59.22,14.34.38,2116,4987,,,
S-3340,U-3340,A-3340,5.46.57,6.43.38,3401,1116,,,
S-3341,U-3341,A-3341,3.24.25,3.40.50,985,6127,,,
S-3342,U-3342,A-3342,20.17.16,20.57.22,2406,3540,,,
S-3343,U-3343,A-3343,3.15.40,3.45.17,1777,3669,,,
S-3344,U-3344,A-3344,4.51.39,4.58.50,431,3319,,,
S-3345,U-3345,A-3345,17.38.04,18.35.47,3463,3378,,,
S-3346,U-3346,A-3346,22.05.02,22.35.07,1805,7533,,,
S-3347,U-3347,A-3347,7.21.24,7.26.50,326,6205,,,
S-3348,U-3348,A-3348,3.49.22,3.56.27,425,566,,,
S-3349,U-3349,A-3349,19.05.31,19.32.23,1612,1256,,,
S-3350,U-3350,A-3350,3.57.08,4.23.20,1572,4474,,,
S-3351,U-3351,A-3351,7.17.43,7.25.29,466,605,,,
S-3352,U-3352,A-3352,5.50.32,6.38.59,2907,4996,,,
S-3353,U-3353,A-3353,3.12.58,3.57.23,2665,7472,,,
S-3354,U-3354,A-3354,11.20.03,11.41.06,1263,849,,,
S-3355,U-3355,A-3355,10.51.08,11.34.53,2625,657,,,
S-3356,U-3356,A-3356,0.28.04,1.17.26,2962,892,,,
S-3357,U-3357,A-3357,21.41.48,22.01.31,1183,5220,,,
S-3358,U-3358,A-3358,9.12.08,9.45.41,2013,1025,,,
S-3359,U-3359,A-3359,16.13.35,16.24.02,627,2676,,,
S-3360,U-3360,A-3360,5.33.47,5.57.09,1402,59,,,
S-3361,U-3361,A-3361,5.28.22,6.07.55,2373,5399,,,
S-3362,U-3362,A-3362,21.33.24,22.10.54,2250,6668,,,
S-3363,U-3363,A-3363,21.02.53,21.35.03,1930,611,,,
S-3364,U-3364,A-3364,9.42.23,9.58.38,975,1546,,,
S-3365,U-3365,A-3365,16.39.28,16.52.19,771,1909,,,
S-3366,U-3366,A-3366,1.59.07,2.39.27,2420,7482,,,
S-3367,U-3367,A-3367,9.47.17,10.40.32,3195,6362,,,
S-3368,U-3368,A-3368,9.32.23,9.57.06,1483,4321,,,
S-3369,U-3369,A-3369,7.10.18,7.48.05,2267,861,,,
S-3370,U-3370,A-3370,13.32.05,13.41.08,543,5876,,,
S-3371,U-3371,A-3371,15.29.33,16.09.16,2383,2684,,,
S-3372,U-3372,A-3372,17.10.10,17.36.28,1578,6430,,,
S-3373,U-3373,A-3373,18.06.54,18.57.31,3037,923,,,
S-3374,U-3374,A-3374,2.51.38,3.24.03,1945,794,,,
S-3375,U-3375,A-3375,10.18.44,10.40.53,1329,4765,,,
S-3376,U-3376,A-3376,6.38.10,7.27.05,2935,7676,,,
S-3377,U-3377,A-3377,13.10.10,13.22.59,769,200,,,
S-3378,U-3378,A-3378,7.54.20,8.53.59,3579,20,,,
S-3379,U-3379,A-3379,3.25.45,4.04.57,2352,3921,,,
S-3380,U-3380,A-3380,2.51.15,3.50.50,3575,5342,,,
S-3381,U-3381,A-3381,16.13.37,17.01.41,2884,1276,,,
S-3382,U-3382,A-3382,8.41.29,8.48.10,401,49,,,
S-3383,U-3383,A-3383,1.59.06,2.04.58,352,775,,,
S-3384,U-3384,A-3384,20.26.55,21.06.21,2366,2854,,,
S-3385,U-3385,A-3385,19.22.57,20.14.52,3115,1070,,,
S-3386,U-3386,A-3386,20.32.00,21.01.48,1788,4646,,,
S-3387,U-3387,A-3387,19.37.03,20.16.15,2352,849,,,
S-3388,U-3388,A-3388,5.41.10,6.11.39,1829,3276,,,
S-3389,U-3389,A-3389,18.53.04,19.01.28,504,3302,,,
S-3390,U-3390,A-3390,8.43.48,9.11.05,1637,1589,,,
S-3391,U-3391,A-3391,6.38.23,6.58.20,1197,1902,,,
S-3392,U-3392,A-3392,13.18.58,13.55.21,2183,2919,,,
S-3393,U-3393,A-3393,8.23.33,8.36.35,782,7799,,,
S-3394,U-3394,A-3394,22.05.30,22.45.37,2407,1019,,,
S-3395,U-3395,A-3395,14.27.20,15.26.05,3525,4601,,,
S-3396,U-3396,A-3396,21.30.38,22.25.30,3292,1476,,,
S-3397,U-3397,A-3397,21.13.03,22.08.46,3343,2508,,,
S-3398,U-3398,A-3398,8.04.40,8.46.06,2486,628,,,
S-3399,U-3399,A-3399,6.02.15,6.12.46,631,2029,,,
S-3400,U-3400,A-3400,19.09.16,19.57.12,2876,1070,,,
S-3401,U-3401,A-3401,14.08.11,15.03.50,3339,794,,,
S-3402,U-3402,A-3402,6.10.08,7.00.05,2997,6264,,,
S-3403,U-3403,A-3403,23.27.52,0.19.26,-83306,3643,,,
S-3404,U-3404,A-3404,22.09.03,22.53.16,2653,2878,,,
S-3405,U-3405,A-3405,11.28.13,12.19.46,3093,4384,,,
S-3406,U-3406,A-3406,15.37.09,16.22.07,2698,4222,,,
S-3407,U-3407,A-3407,10.09.01,10.29.53,1252,6490,,,
S-3408,U-3408,A-3408,16.54.02,17.17.20,1398,6638,,,
S-3409,U-3409,A-3409,22.02.07,22.13.43,696,3652,,,
S-3410,U-3410,A-3410,9.52.43,10.51.53,3550,6877,,,
S-3411,U-3411,A-3411,1.40.31,2.28.17,2866,4124,,,
S-3412,U-3412,A-3412,15.53.18,16.30.14,2216,1406,,,
S-3413,U-3413,A-3413,18.06.35,19.01.52,3317,414,,,
S-3414,U-3414,A-3414,19.27.22,19.35.35,493,2429,,,
S-3415,U-3415,A-3415,19.52.02,20.47.03,3301,4839,,,
